protid,LeidenCluster,helix,sheet,loop,total,helix_pct,sheet_pct,loop_pct
BD5bjv-B-B-UD11,LC02,1,3,8,12,8.333333333333334,25.0,66.66666666666667
BD5dep-B-B-UD11,LC06,0,0,3,3,0.0,0.0,100.0
BD5dep-B-B-UD12,LC06,0,0,4,4,0.0,0.0,100.0
BD5dep-D-D-UD11,LC06,0,0,4,4,0.0,0.0,100.0
BD5dep-E-E-UD11,LC06,0,0,3,3,0.0,0.0,100.0
BD5dep-F-F-UD11,LC06,0,0,3,3,0.0,0.0,100.0
BD5dep-F-F-UD12,LC06,0,0,5,5,0.0,0.0,100.0
BD5dld-A-A-UD11,LC04,3,0,9,12,25.0,0.0,75.0
BD5h63-A-A-UD11,LC05,1,5,5,11,9.090909090909092,45.45454545454545,45.45454545454545
BD5h63-B-B-UD11,LC05,1,5,6,12,8.333333333333334,41.666666666666664,50.0
BD5h63-C-C-UD11,LC05,1,6,2,9,11.11111111111111,66.66666666666667,22.22222222222222
BD5h63-D-D-UD11,LC05,1,5,2,8,12.5,62.5,25.0
BD5ijd-C-C-LP51,LC12,0,2,2,4,0.0,50.0,50.0
BD5ijd-D-D-LP51,LC12,0,2,2,4,0.0,50.0,50.0
BD5k8k-A-A-LP51,LC14,6,0,2,8,75.0,0.0,25.0
BD5klu-A-A-6UZ1,LC00,4,0,3,7,57.142857142857146,0.0,42.857142857142854
BD5klu-B-B-6UZ1,LC00,3,0,2,5,60.0,0.0,40.0
BD5tze-C-C-UD11,LC08,0,2,13,15,0.0,13.333333333333334,86.66666666666667
BD5tze-E-E-UD11,LC08,0,2,13,15,0.0,13.333333333333334,86.66666666666667
BD5tzj-A-A-UD11,LC08,0,2,13,15,0.0,13.333333333333334,86.66666666666667
BD5tzj-C-C-UD11,LC08,0,2,13,15,0.0,13.333333333333334,86.66666666666667
BD6bwc-A-A-UD11,LC02,1,3,6,10,10.0,30.0,60.0
BD6bwc-B-B-UD11,LC02,1,3,6,10,10.0,30.0,60.0
BD6bwc-C-C-UD11,LC02,1,4,6,11,9.090909090909092,36.36363636363637,54.54545454545455
BD6bwc-D-D-UD11,LC02,1,3,6,10,10.0,30.0,60.0
BD6bwc-E-E-UD11,LC02,1,2,7,10,10.0,20.0,70.0
BD6bwc-F-F-UD11,LC02,1,3,7,11,9.090909090909092,27.272727272727273,63.63636363636363
BD6d49-A-A-FVP1,LC00,0,4,4,8,0.0,50.0,50.0
BD6d49-B-B-FVP1,LC00,0,4,2,6,0.0,66.66666666666667,33.333333333333336
BD6d4a-A-A-FVP1,LC00,0,4,1,5,0.0,80.0,20.0
BD6d4a-B-B-FVP1,LC00,0,4,2,6,0.0,66.66666666666667,33.333333333333336
BD6d9d-A-A-UD11,LC00,1,0,1,2,50.0,0.0,50.0
BD6d9e-A-A-UD11,LC00,1,0,1,2,50.0,0.0,50.0
BD6eyj-A-A-C5H1,LC00,0,1,1,2,0.0,50.0,50.0
BD6f30-A-A-UD11,LC00,1,0,6,7,14.285714285714286,0.0,85.71428571428571
BD6f30-B-B-UD11,LC00,1,0,5,6,16.666666666666668,0.0,83.33333333333333
BD6fwz-A-A-UD11,LC00,0,2,10,12,0.0,16.666666666666668,83.33333333333333
BD6g9v-B-B-UD11,LC09,0,5,10,15,0.0,33.333333333333336,66.66666666666667
BD6h21-A-A-UD11,LC08,0,2,7,9,0.0,22.22222222222222,77.77777777777777
BD6h21-B-B-UD11,LC08,0,2,7,9,0.0,22.22222222222222,77.77777777777777
BD6h21-C-C-UD11,LC08,0,2,7,9,0.0,22.22222222222222,77.77777777777777
BD6h2n-A-A-UD11,LC08,0,2,6,8,0.0,25.0,75.0
BD6h2n-B-B-UD11,LC08,0,2,7,9,0.0,22.22222222222222,77.77777777777777
BD6h2n-C-C-UD11,LC08,0,2,7,9,0.0,22.22222222222222,77.77777777777777
BD6h4m-A-A-UD11,LC08,1,2,7,10,10.0,20.0,70.0
BD6h4m-B-B-UD11,LC08,0,2,8,10,0.0,20.0,80.0
BD6h4m-C-C-UD11,LC08,0,2,7,9,0.0,22.22222222222222,77.77777777777777
BD6h4m-D-D-UD11,LC08,0,2,8,10,0.0,20.0,80.0
BD6h4m-E-E-UD11,LC08,0,2,8,10,0.0,20.0,80.0
BD6h4m-F-F-UD11,LC08,0,2,7,9,0.0,22.22222222222222,77.77777777777777
BD6h4m-G-G-UD11,LC08,0,2,8,10,0.0,20.0,80.0
BD6h4m-H-H-UD11,LC08,0,2,8,10,0.0,20.0,80.0
BD6h4m-I-I-UD11,LC08,0,2,8,10,0.0,20.0,80.0
BD6h4m-O-O-UD11,LC08,0,2,8,10,0.0,20.0,80.0
BD6h4m-Q-Q-UD11,LC08,0,2,8,10,0.0,20.0,80.0
BD6k0h-A-A-UD11,LC02,1,5,7,13,7.6923076923076925,38.46153846153846,53.84615384615385
BD6p9q-A-A-U201,LC06,0,3,7,10,0.0,30.0,70.0
BD6p9r-A-A-U201,LC06,0,3,7,10,0.0,30.0,70.0
BD6p9s-A-A-U201,LC06,0,3,7,10,0.0,30.0,70.0
BD6p9t-A-A-U201,LC06,0,3,7,10,0.0,30.0,70.0
BD6ph9-A-A-LP51,LC14,10,0,4,14,71.42857142857143,0.0,28.571428571428573
BD6q0y-A-A-UD11,LC01,6,0,7,13,46.15384615384615,0.0,53.84615384615385
BD6q5e-A-A-LP51,LC00,0,1,0,1,0.0,100.0,0.0
BD6r4g-A-A-UD11,LC11,1,7,3,11,9.090909090909092,63.63636363636363,27.272727272727273
BD6r4g-B-B-UD11,LC11,1,7,4,12,8.333333333333334,58.333333333333336,33.333333333333336
BD6r4j-A-A-UD11,LC11,1,7,3,11,9.090909090909092,63.63636363636363,27.272727272727273
BD6r4j-B-B-UD11,LC11,1,7,3,11,9.090909090909092,63.63636363636363,27.272727272727273
BD6svp-A-A-UD11,LC11,1,7,3,11,9.090909090909092,63.63636363636363,27.272727272727273
BD6svp-B-B-UD11,LC11,1,7,4,12,8.333333333333334,58.333333333333336,33.333333333333336
BD6vav-A-A-QTY1,LC00,0,0,9,9,0.0,0.0,100.0
BD6vlc-A-A-UD11,LC04,5,0,5,10,50.0,0.0,50.0
BD6vlc-C-C-UD11,LC04,6,0,5,11,54.54545454545455,0.0,45.45454545454545
BD6wj9-A-A-UD11,LC02,1,2,1,4,25.0,50.0,25.0
BD6wj9-B-B-UD11,LC02,2,2,3,7,28.571428571428573,28.571428571428573,42.857142857142854
BD6wjb-A-A-UD11,LC02,1,2,1,4,25.0,50.0,25.0
BD6wjb-B-B-UD11,LC02,1,2,1,4,25.0,50.0,25.0
BD6z2f-A-A-UD11,LC09,0,5,8,13,0.0,38.46153846153846,61.53846153846154
BD6z2f-B-B-UD11,LC09,0,3,7,10,0.0,30.0,70.0
BD7aw6-A-A-FVP1,LC00,0,4,2,6,0.0,66.66666666666667,33.333333333333336
BD7aw6-B-B-FVP1,LC00,0,4,2,6,0.0,66.66666666666667,33.333333333333336
BD7bgl-A-A-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-B-B-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-C-C-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-D-D-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-E-E-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-F-F-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-G-G-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-H-H-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-I-I-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-J-J-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-K-K-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-L-L-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-M-M-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-N-N-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-O-O-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-P-P-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-Q-Q-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-R-R-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-S-S-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-T-T-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-U-U-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-V-V-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-W-W-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-X-X-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-Y-Y-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bgl-Z-Z-TQN1,LC03,3,0,2,5,60.0,0.0,40.0
BD7bvb-A-A-UD11,LC00,3,1,12,16,18.75,6.25,75.0
BD7bvb-B-B-UD11,LC00,3,2,9,14,21.428571428571427,14.285714285714286,64.28571428571429
BD7jhl-A-A-UD11,LC05,0,2,11,13,0.0,15.384615384615385,84.61538461538461
BD7jhl-B-B-UD11,LC05,0,2,11,13,0.0,15.384615384615385,84.61538461538461
BD7l16-A-A-LMO1,LC00,8,0,0,8,100.0,0.0,0.0
BD7mpk-A-A-UD11,LC00,3,1,10,14,21.428571428571427,7.142857142857143,71.42857142857143
BD7mpk-B-B-UD11,LC00,3,2,9,14,21.428571428571427,14.285714285714286,64.28571428571429
BD7mpk-C-C-UD11,LC00,3,1,9,13,23.076923076923077,7.6923076923076925,69.23076923076923
BD7sj2-A-A-UD11,LC05,2,2,7,11,18.181818181818183,18.181818181818183,63.63636363636363
BD7sj2-B-B-UD11,LC05,2,2,7,11,18.181818181818183,18.181818181818183,63.63636363636363
BD7sp8-A-A-UD11,LC05,1,3,5,9,11.11111111111111,33.333333333333336,55.55555555555556
BD7stm-A-A-UD11,LC05,3,3,4,10,30.0,30.0,40.0
BD7stm-B-B-UD11,LC05,3,3,4,10,30.0,30.0,40.0
BD7tb0-A-A-UD11,LC01,5,0,7,12,41.666666666666664,0.0,58.333333333333336
BD7tb0-B-B-UD11,LC01,5,0,7,12,41.666666666666664,0.0,58.333333333333336
BD7tb0-C-C-UD11,LC01,5,0,7,12,41.666666666666664,0.0,58.333333333333336
BD7tb0-D-D-UD11,LC01,5,0,7,12,41.666666666666664,0.0,58.333333333333336
BD7wjn-A-A-UD11,LC05,2,2,5,9,22.22222222222222,22.22222222222222,55.55555555555556
BD7wjn-B-B-UD11,LC05,2,2,5,9,22.22222222222222,22.22222222222222,55.55555555555556
BD7xpq-A-A-UD11,LC02,1,3,5,9,11.11111111111111,33.333333333333336,55.55555555555556
BD7xpq-B-B-UD11,LC02,1,4,2,7,14.285714285714286,57.142857142857146,28.571428571428573
BD8fe6-A-A-UD11,LC10,6,0,9,15,40.0,0.0,60.0
BD8fe6-C-C-UD11,LC10,6,0,8,14,42.857142857142854,0.0,57.142857142857146
BD8fe6-E-E-UD11,LC10,4,0,11,15,26.666666666666668,0.0,73.33333333333333
BD8fe6-G-G-UD11,LC10,4,0,11,15,26.666666666666668,0.0,73.33333333333333
BD8fe7-A-A-UD11,LC10,6,0,8,14,42.857142857142854,0.0,57.142857142857146
BD8fe7-C-C-UD11,LC10,6,0,9,15,40.0,0.0,60.0
BD8fe7-E-E-UD11,LC10,6,0,9,15,40.0,0.0,60.0
BD8fe7-G-G-UD11,LC10,6,0,8,14,42.857142857142854,0.0,57.142857142857146
BD8fq9-A-A-LMO1,LC00,4,0,0,4,100.0,0.0,0.0
BD8fuf-A-A-UD11,LC10,6,0,9,15,40.0,0.0,60.0
BD8fuf-C-C-UD11,LC10,7,0,7,14,50.0,0.0,50.0
BD8fuf-E-E-UD11,LC10,7,0,6,13,53.84615384615385,0.0,46.15384615384615
BD8fuf-G-G-UD11,LC10,4,0,8,12,33.333333333333336,0.0,66.66666666666667
BD8jjt-A-A-UD11,LC04,7,1,11,19,36.8421052631579,5.2631578947368425,57.89473684210526
BD8jjt-B-B-UD11,LC04,7,1,12,20,35.0,5.0,60.0
BD8jjt-C-C-UD11,LC04,6,1,11,18,33.333333333333336,5.555555555555555,61.111111111111114
BD8k3v-A-A-UD11,LC05,4,3,4,11,36.36363636363637,27.272727272727273,36.36363636363637
BD8k3v-B-B-UD11,LC05,4,3,4,11,36.36363636363637,27.272727272727273,36.36363636363637
BD8k3w-A-A-UD11,LC05,4,2,4,10,40.0,20.0,40.0
BD8k3w-B-B-UD11,LC05,4,3,4,11,36.36363636363637,27.272727272727273,36.36363636363637
BD8qjz-A-A-LP51,LC14,12,0,5,17,70.58823529411765,0.0,29.41176470588235
BD8sy9-B-B-UD11,LC04,3,0,6,9,33.333333333333336,0.0,66.66666666666667
BD8syb-A-A-UD11,LC04,3,0,5,8,37.5,0.0,62.5
BD8syb-B-B-UD11,LC04,3,0,5,8,37.5,0.0,62.5
BD8syd-A-A-UD11,LC04,3,0,6,9,33.333333333333336,0.0,66.66666666666667
BD8syd-B-B-UD11,LC04,3,0,5,8,37.5,0.0,62.5
BD8v24-B-B-24G1,LC13,1,4,14,19,5.2631578947368425,21.05263157894737,73.6842105263158
BD8v24-D-D-24G1,LC13,1,2,15,18,5.555555555555555,11.11111111111111,83.33333333333333
BD8wvd-A-A-UD11,LC04,4,0,8,12,33.333333333333336,0.0,66.66666666666667
BD8yp3-A-A-UD11,LC09,0,6,10,16,0.0,37.5,62.5
BD8yp3-B-B-UD11,LC09,0,5,10,15,0.0,33.333333333333336,66.66666666666667
BD8yp3-C-C-UD11,LC09,0,6,10,16,0.0,37.5,62.5
BD8yp3-D-D-UD11,LC09,0,6,10,16,0.0,37.5,62.5
