protid,LeidenCluster,helix,sheet,loop,total,helix_pct,sheet_pct,loop_pct
BD1cvu-B-B-BOG2,LC026,2,0,7,9,22.22222222222222,0.0,77.77777777777777
BD1cvu-B-B-BOG2,LC026,2,0,7,9,22.22222222222222,0.0,77.77777777777777
BD1cwq-A-A-HEX1,LC068,1,0,0,1,100.0,0.0,0.0
BD1cwq-A-A-HEX2,LC068,2,0,0,2,100.0,0.0,0.0
BD1cwq-A-A-HEX4,LC068,2,0,1,3,66.66666666666667,0.0,33.333333333333336
BD1cwq-A-A-HEX6,LC068,3,0,0,3,100.0,0.0,0.0
BD1cwq-A-A-HEX7,LC068,1,0,0,1,100.0,0.0,0.0
BD1cwq-A-A-HEX8,LC068,1,0,0,1,100.0,0.0,0.0
BD1cwq-A-A-OCT7,LC068,1,0,0,1,100.0,0.0,0.0
BD1cwq-A-A-UND2,LC068,1,0,0,1,100.0,0.0,0.0
BD1cwq-A-A-UND3,LC068,1,0,0,1,100.0,0.0,0.0
BD1cwq-B-B-HEX4,LC068,1,0,0,1,100.0,0.0,0.0
BD1cwq-B-B-OCT1,LC068,4,0,0,4,100.0,0.0,0.0
BD1cwq-B-B-OCT6,LC068,4,0,0,4,100.0,0.0,0.0
BD1cwq-B-B-TRD1,LC068,5,0,0,5,100.0,0.0,0.0
BD1cwq-B-B-TRD3,LC068,2,0,0,2,100.0,0.0,0.0
BD1cwq-B-B-UND1,LC068,2,0,0,2,100.0,0.0,0.0
BD1cwq-B-B-UND3,LC068,1,0,0,1,100.0,0.0,0.0
BD1cz2-A-A-E2P1,LC000,11,0,8,19,57.89473684210526,0.0,42.10526315789474
BD1cze-A-A-SIN1,LC001,0,0,2,2,0.0,0.0,100.0
BD1d2m-A-A-BOG1,LC001,0,0,2,2,0.0,0.0,100.0
BD1d2m-A-A-BOG2,LC001,2,0,0,2,100.0,0.0,0.0
BD1d2m-A-A-BOG3,LC001,1,0,0,1,100.0,0.0,0.0
BD1d4d-A-A-SIN1,LC007,1,0,5,6,16.666666666666668,0.0,83.33333333333333
BD1d4m-4-4-MYR1,LC000,0,0,3,3,0.0,0.0,100.0
BD1daf-A-A-DSD1,LC001,0,2,6,8,0.0,25.0,75.0
BD1dag-A-A-DSD1,LC001,0,2,6,8,0.0,25.0,75.0
BD1dah-A-A-DNN1,LC001,0,1,5,6,0.0,16.666666666666668,83.33333333333333
BD1dai-A-A-DSD1,LC001,0,2,6,8,0.0,25.0,75.0
BD1dak-A-A-DPU1,LC001,0,2,7,9,0.0,22.22222222222222,77.77777777777777
BD1ddx-A-A-BOG1,LC026,2,0,0,2,100.0,0.0,0.0
BD1ddx-A-A-BOG1,LC026,2,0,0,2,100.0,0.0,0.0
BD1ddx-A-A-PGX1,LC026,12,0,0,12,100.0,0.0,0.0
BD1ddx-A-A-PGX1,LC026,12,0,0,12,100.0,0.0,0.0
BD1ddx-B-B-BOG1,LC026,1,0,0,1,100.0,0.0,0.0
BD1ddx-B-B-BOG1,LC026,1,0,0,1,100.0,0.0,0.0
BD1ddx-B-B-PGX1,LC026,10,0,1,11,90.9090909090909,0.0,9.090909090909092
BD1ddx-B-B-PGX1,LC026,10,0,1,11,90.9090909090909,0.0,9.090909090909092
BD1ddx-C-C-BOG1,LC026,1,0,0,1,100.0,0.0,0.0
BD1ddx-C-C-BOG1,LC026,1,0,0,1,100.0,0.0,0.0
BD1ddx-C-C-PGX1,LC026,10,0,0,10,100.0,0.0,0.0
BD1ddx-C-C-PGX1,LC026,10,0,0,10,100.0,0.0,0.0
BD1ddx-D-D-BOG1,LC026,2,0,0,2,100.0,0.0,0.0
BD1ddx-D-D-BOG1,LC026,2,0,0,2,100.0,0.0,0.0
BD1ddx-D-D-PGX1,LC026,12,0,0,12,100.0,0.0,0.0
BD1ddx-D-D-PGX1,LC026,12,0,0,12,100.0,0.0,0.0
BD1dgm-A-A-ACY1,LC001,3,0,2,5,60.0,0.0,40.0
BD1diy-A-A-ACD1,LC026,7,0,2,9,77.77777777777777,0.0,22.22222222222222
BD1diy-A-A-BOG1,LC026,2,0,0,2,100.0,0.0,0.0
BD1diy-A-A-BOG2,LC026,4,0,1,5,80.0,0.0,20.0
BD1diy-A-A-BOG4,LC026,1,0,2,3,33.333333333333336,0.0,66.66666666666667
BD1dkf-A-A-OLA1,LC037,7,0,2,9,77.77777777777777,0.0,22.22222222222222
BD1dm3-A-A-ACO1,LC002,3,2,7,12,25.0,16.666666666666668,58.333333333333336
BD1dnu-C-C-ACY1,LC026,0,0,3,3,0.0,0.0,100.0
BD1dnu-C-C-ACY2,LC026,1,0,0,1,100.0,0.0,0.0
BD1dnu-D-D-ACY1,LC026,0,0,2,2,0.0,0.0,100.0
BD1dnu-D-D-ACY2,LC026,3,0,0,3,100.0,0.0,0.0
BD1dnw-C-C-ACY1,LC026,0,0,3,3,0.0,0.0,100.0
BD1dnw-C-C-ACY2,LC026,2,0,0,2,100.0,0.0,0.0
BD1dnw-D-D-ACY1,LC026,0,0,2,2,0.0,0.0,100.0
BD1dnw-D-D-ACY2,LC026,1,0,0,1,100.0,0.0,0.0
BD1dnw-D-D-ACY3,LC026,1,0,0,1,100.0,0.0,0.0
BD1dq8-A-A-MAH1,LC013,0,0,2,2,0.0,0.0,100.0
BD1dq8-B-B-MAH1,LC013,0,0,2,2,0.0,0.0,100.0
BD1dq9-A-A-HMG1,LC013,6,0,3,9,66.66666666666667,0.0,33.333333333333336
BD1dq9-B-B-HMG1,LC013,7,0,1,8,87.5,0.0,12.5
BD1dq9-D-D-HMG1,LC013,7,0,4,11,63.63636363636363,0.0,36.36363636363637
BD1dqa-A-A-MAH1,LC013,0,0,1,1,0.0,0.0,100.0
BD1dqe-A-A-BOM1,LC000,6,0,0,6,100.0,0.0,0.0
BD1dqe-B-B-BOM1,LC000,4,0,0,4,100.0,0.0,0.0
BD1dub-A-A-CAA1,LC001,2,0,13,15,13.333333333333334,0.0,86.66666666666667
BD1dwo-A-A-ACN1,LC019,0,1,1,2,0.0,50.0,50.0
BD1dxf-A-A-PYR1,LC004,3,0,1,4,75.0,0.0,25.0
BD1dxf-B-B-PYR1,LC004,3,1,1,5,60.0,20.0,20.0
BD1dxm-A-A-RED1,LC000,3,0,1,4,75.0,0.0,25.0
BD1dxm-B-B-RED1,LC000,2,0,0,2,100.0,0.0,0.0
BD1e02-A-A-UNA1,LC003,0,2,0,2,0.0,100.0,0.0
BD1e02-B-B-UNA1,LC003,0,2,0,2,0.0,100.0,0.0
BD1e12-A-A-PLM1,LC047,1,0,0,1,100.0,0.0,0.0
BD1e3w-D-D-AAE1,LC007,0,0,1,1,0.0,0.0,100.0
BD1e7c-A-A-MYR1,LC011,4,0,1,5,80.0,0.0,20.0
BD1e7c-A-A-MYR2,LC011,5,0,0,5,100.0,0.0,0.0
BD1e7c-A-A-MYR3,LC011,6,0,0,6,100.0,0.0,0.0
BD1e7c-A-A-MYR4,LC011,2,0,0,2,100.0,0.0,0.0
BD1e7c-A-A-MYR5,LC011,7,0,0,7,100.0,0.0,0.0
BD1e7e-A-A-DKA10,LC011,6,0,0,6,100.0,0.0,0.0
BD1e7e-A-A-DKA1,LC011,4,0,1,5,80.0,0.0,20.0
BD1e7e-A-A-DKA2,LC011,5,0,0,5,100.0,0.0,0.0
BD1e7e-A-A-DKA3,LC011,4,0,0,4,100.0,0.0,0.0
BD1e7e-A-A-DKA4,LC011,3,0,0,3,100.0,0.0,0.0
BD1e7e-A-A-DKA5,LC011,4,0,0,4,100.0,0.0,0.0
BD1e7e-A-A-DKA6,LC011,3,0,3,6,50.0,0.0,50.0
BD1e7e-A-A-DKA7,LC011,2,0,0,2,100.0,0.0,0.0
BD1e7e-A-A-DKA8,LC011,5,0,0,5,100.0,0.0,0.0
BD1e7e-A-A-DKA9,LC011,5,0,2,7,71.42857142857143,0.0,28.571428571428573
BD1e7f-A-A-DAO1,LC011,5,0,1,6,83.33333333333333,0.0,16.666666666666668
BD1e7f-A-A-DAO2,LC011,5,0,0,5,100.0,0.0,0.0
BD1e7f-A-A-DAO3,LC011,6,0,0,6,100.0,0.0,0.0
BD1e7f-A-A-DAO4,LC011,2,0,0,2,100.0,0.0,0.0
BD1e7f-A-A-DAO5,LC011,5,0,0,5,100.0,0.0,0.0
BD1e7f-A-A-DAO6,LC011,6,0,0,6,100.0,0.0,0.0
BD1e7f-A-A-DAO7,LC011,3,0,0,3,100.0,0.0,0.0
BD1e7f-A-A-DAO8,LC011,4,0,0,4,100.0,0.0,0.0
BD1e7g-A-A-MYR1,LC011,4,0,1,5,80.0,0.0,20.0
BD1e7g-A-A-MYR2,LC011,6,0,0,6,100.0,0.0,0.0
BD1e7g-A-A-MYR3,LC011,6,0,1,7,85.71428571428571,0.0,14.285714285714286
BD1e7g-A-A-MYR4,LC011,2,0,0,2,100.0,0.0,0.0
BD1e7g-A-A-MYR5,LC011,7,0,1,8,87.5,0.0,12.5
BD1e7g-A-A-MYR6,LC011,7,0,0,7,100.0,0.0,0.0
BD1e7g-A-A-MYR7,LC011,3,0,0,3,100.0,0.0,0.0
BD1e7g-A-A-MYR8,LC011,4,0,0,4,100.0,0.0,0.0
BD1e7h-A-A-PLM1,LC011,4,0,1,5,80.0,0.0,20.0
BD1e7h-A-A-PLM2,LC011,9,0,0,9,100.0,0.0,0.0
BD1e7h-A-A-PLM3,LC011,6,0,0,6,100.0,0.0,0.0
BD1e7h-A-A-PLM4,LC011,5,0,0,5,100.0,0.0,0.0
BD1e7h-A-A-PLM5,LC011,8,0,1,9,88.88888888888889,0.0,11.11111111111111
BD1e7h-A-A-PLM6,LC011,11,0,0,11,100.0,0.0,0.0
BD1e7h-A-A-PLM7,LC011,2,0,0,2,100.0,0.0,0.0
BD1e7i-A-A-STE1,LC011,3,0,1,4,75.0,0.0,25.0
BD1e7i-A-A-STE2,LC011,9,0,0,9,100.0,0.0,0.0
BD1e7i-A-A-STE3,LC011,9,0,0,9,100.0,0.0,0.0
BD1e7i-A-A-STE4,LC011,4,0,0,4,100.0,0.0,0.0
BD1e7i-A-A-STE5,LC011,7,0,0,7,100.0,0.0,0.0
BD1e7i-A-A-STE6,LC011,9,0,2,11,81.81818181818181,0.0,18.181818181818183
BD1e7i-A-A-STE7,LC011,2,0,0,2,100.0,0.0,0.0
BD1e7p-A-A-MLA1,LC007,0,0,5,5,0.0,0.0,100.0
BD1e7p-D-D-MLA1,LC007,0,0,5,5,0.0,0.0,100.0
BD1e7p-G-G-MLA1,LC007,0,0,5,5,0.0,0.0,100.0
BD1e7p-J-J-MLA1,LC007,0,0,5,5,0.0,0.0,100.0
BD1e9v-A-A-ACY1,LC001,0,0,2,2,0.0,0.0,100.0
BD1eah-4-4-MYR1,LC000,0,0,2,2,0.0,0.0,100.0
BD1eap-B-B-HEP1,LC005,0,0,4,4,0.0,0.0,100.0
BD1ecz-A-A-BOG10,LC000,0,3,3,6,0.0,50.0,50.0
BD1ecz-A-A-BOG11,LC000,0,0,4,4,0.0,0.0,100.0
BD1ecz-A-A-BOG1,LC000,0,0,2,2,0.0,0.0,100.0
BD1ecz-A-A-BOG2,LC000,0,0,1,1,0.0,0.0,100.0
BD1ecz-A-A-BOG4,LC000,0,4,2,6,0.0,66.66666666666667,33.333333333333336
BD1ecz-A-A-BOG5,LC000,0,0,3,3,0.0,0.0,100.0
BD1ecz-A-A-BOG6,LC000,0,0,4,4,0.0,0.0,100.0
BD1ecz-A-A-BOG8,LC000,0,0,1,1,0.0,0.0,100.0
BD1ecz-B-B-BOG10,LC000,0,0,4,4,0.0,0.0,100.0
BD1ecz-B-B-BOG1,LC000,0,0,1,1,0.0,0.0,100.0
BD1ecz-B-B-BOG2,LC000,0,0,1,1,0.0,0.0,100.0
BD1ecz-B-B-BOG3,LC000,0,0,1,1,0.0,0.0,100.0
BD1ecz-B-B-BOG8,LC000,0,1,1,2,0.0,50.0,50.0
BD1ecz-B-B-BOG9,LC000,0,1,0,1,0.0,100.0,0.0
BD1ee0-A-A-CAA1,LC015,7,1,6,14,50.0,7.142857142857143,42.857142857142854
BD1een-A-A-ACY1,LC002,1,0,4,5,20.0,0.0,80.0
BD1een-A-A-ACY2,LC002,1,0,1,2,50.0,0.0,50.0
BD1ef9-A-A-2CP1,LC001,1,0,8,9,11.11111111111111,0.0,88.88888888888889
BD1egc-A-A-CO81,LC000,7,0,7,14,50.0,0.0,50.0
BD1egc-D-D-CO81,LC000,5,0,7,12,41.666666666666664,0.0,58.333333333333336
BD1egq-A-A-ACY1,LC001,0,0,3,3,0.0,0.0,100.0
BD1egq-A-A-ACY2,LC001,2,0,1,3,66.66666666666667,0.0,33.333333333333336
BD1eh5-A-A-PLM1,LC019,0,0,7,7,0.0,0.0,100.0
BD1ek4-A-A-DAO1,LC002,1,1,5,7,14.285714285714286,14.285714285714286,71.42857142857143
BD1ek4-B-B-DAO1,LC002,1,1,5,7,14.285714285714286,14.285714285714286,71.42857142857143
BD1ek4-C-C-DAO1,LC002,2,1,5,8,25.0,12.5,62.5
BD1ek4-D-D-DAO1,LC002,2,1,5,8,25.0,12.5,62.5
BD1el9-A-A-MTG1,LC007,0,1,1,2,0.0,50.0,50.0
BD1ela-A-A-ACY1,LC000,0,0,3,3,0.0,0.0,100.0
BD1eld-E-E-ACY1,LC000,0,0,3,3,0.0,0.0,100.0
BD1eo3-A-A-ACY1,LC000,0,0,2,2,0.0,0.0,100.0
BD1eo3-B-B-ACY1,LC000,0,0,2,2,0.0,0.0,100.0
BD1eo4-A-A-ACY1,LC000,1,0,2,3,33.333333333333336,0.0,66.66666666666667
BD1eo4-B-B-ACY1,LC000,0,0,2,2,0.0,0.0,100.0
BD1eon-A-A-ACY1,LC000,1,0,2,3,33.333333333333336,0.0,66.66666666666667
BD1eon-B-B-ACY1,LC000,0,0,3,3,0.0,0.0,100.0
BD1eqg-A-A-BOG1,LC026,4,0,1,5,80.0,0.0,20.0
BD1eqg-A-A-BOG2,LC026,0,1,1,2,0.0,50.0,50.0
BD1eqg-B-B-BOG1,LC026,4,0,1,5,80.0,0.0,20.0
BD1eqh-A-A-BOG1,LC026,4,0,2,6,66.66666666666667,0.0,33.333333333333336
BD1eqh-A-A-BOG2,LC026,0,1,1,2,0.0,50.0,50.0
BD1eqh-B-B-BOG1,LC026,4,0,2,6,66.66666666666667,0.0,33.333333333333336
BD1es8-A-A-ACY1,LC000,1,1,3,5,20.0,20.0,60.0
BD1eua-A-A-PYR1,LC004,0,3,2,5,0.0,60.0,40.0
BD1eua-B-B-PYR1,LC004,0,3,2,5,0.0,60.0,40.0
BD1eua-C-C-PYR1,LC004,0,3,2,5,0.0,60.0,40.0
BD1ev1-1-1-PLM1,LC002,0,6,3,9,0.0,66.66666666666667,33.333333333333336
BD1ev1-4-4-MYR1,LC000,0,0,3,3,0.0,0.0,100.0
BD1evy-A-A-MYS1,LC007,6,0,0,6,100.0,0.0,0.0
BD1evz-A-A-MYS1,LC007,4,0,0,4,100.0,0.0,0.0
BD1ey3-A-A-DAK1,LC001,2,0,12,14,14.285714285714286,0.0,85.71428571428571
BD1f0y-A-A-CAA1,LC007,1,0,6,7,14.285714285714286,0.0,85.71428571428571
BD1f0y-B-B-CAA1,LC007,1,0,5,6,16.666666666666668,0.0,83.33333333333333
BD1f12-A-A-3HC1,LC007,0,0,4,4,0.0,0.0,100.0
BD1f3w-A-A-PYR1,LC004,3,1,0,4,75.0,25.0,0.0
BD1f3w-B-B-PYR1,LC004,3,1,0,4,75.0,25.0,0.0
BD1f3w-C-C-PYR1,LC004,3,1,0,4,75.0,25.0,0.0
BD1f3w-D-D-PYR1,LC004,3,1,0,4,75.0,25.0,0.0
BD1f3w-E-E-PYR1,LC004,3,1,0,4,75.0,25.0,0.0
BD1f3w-F-F-PYR1,LC004,3,1,0,4,75.0,25.0,0.0
BD1f3w-G-G-PYR1,LC004,3,1,0,4,75.0,25.0,0.0
BD1f3w-H-H-PYR1,LC004,3,1,0,4,75.0,25.0,0.0
BD1f3x-A-A-PYR1,LC004,3,1,1,5,60.0,20.0,20.0
BD1f3x-B-B-PYR1,LC004,3,1,1,5,60.0,20.0,20.0
BD1f3x-C-C-PYR1,LC004,3,1,1,5,60.0,20.0,20.0
BD1f3x-D-D-PYR1,LC004,3,1,1,5,60.0,20.0,20.0
BD1f3x-E-E-PYR1,LC004,3,1,1,5,60.0,20.0,20.0
BD1f3x-F-F-PYR1,LC004,3,1,1,5,60.0,20.0,20.0
BD1f3x-G-G-PYR1,LC004,3,1,1,5,60.0,20.0,20.0
BD1f3x-H-H-PYR1,LC004,3,1,1,5,60.0,20.0,20.0
BD1f8i-A-A-SIN1,LC004,0,0,6,6,0.0,0.0,100.0
BD1f8i-B-B-SIN1,LC004,0,0,4,4,0.0,0.0,100.0
BD1f8i-C-C-SIN1,LC004,0,0,5,5,0.0,0.0,100.0
BD1f8i-D-D-SIN1,LC004,0,0,5,5,0.0,0.0,100.0
BD1f8m-A-A-PYR1,LC004,0,0,6,6,0.0,0.0,100.0
BD1f8m-B-B-PYR1,LC004,0,0,6,6,0.0,0.0,100.0
BD1f8m-C-C-PYR1,LC004,0,0,6,6,0.0,0.0,100.0
BD1f8m-D-D-PYR1,LC004,0,0,6,6,0.0,0.0,100.0
BD1f91-A-A-DKA1,LC002,0,1,5,6,0.0,16.666666666666668,83.33333333333333
BD1f91-B-B-DKA1,LC002,0,1,5,6,0.0,16.666666666666668,83.33333333333333
BD1f91-C-C-DKA1,LC002,0,1,5,6,0.0,16.666666666666668,83.33333333333333
BD1f91-D-D-DKA1,LC002,0,1,5,6,0.0,16.666666666666668,83.33333333333333
BD1fag-A-A-PAM1,LC031,2,1,3,6,33.333333333333336,16.666666666666668,50.0
BD1fag-B-B-PAM1,LC031,2,1,3,6,33.333333333333336,16.666666666666668,50.0
BD1fag-C-C-PAM1,LC031,2,0,2,4,50.0,0.0,50.0
BD1fag-D-D-PAM1,LC031,2,0,3,5,40.0,0.0,60.0
BD1fb5-A-A-NVA1,LC007,1,0,2,3,33.333333333333336,0.0,66.66666666666667
BD1fc4-A-A-AKB1,LC001,0,0,1,1,0.0,0.0,100.0
BD1fc4-B-B-AKB1,LC001,0,0,1,1,0.0,0.0,100.0
BD1fcp-A-A-LIL2,LC027,0,3,0,3,0.0,100.0,0.0
BD1fdq-A-A-HXA1,LC041,1,0,4,5,20.0,0.0,80.0
BD1fdq-B-B-HXA1,LC041,1,0,3,4,25.0,0.0,75.0
BD1fdz-A-A-PYR1,LC004,0,2,4,6,0.0,33.333333333333336,66.66666666666667
BD1fdz-B-B-PYR1,LC004,0,1,3,4,0.0,25.0,75.0
BD1fdz-C-C-PYR1,LC004,0,0,3,3,0.0,0.0,100.0
BD1fdz-D-D-PYR1,LC004,0,1,3,4,0.0,25.0,75.0
BD1fe2-A-A-BOG1,LC026,2,0,1,3,66.66666666666667,0.0,33.333333333333336
BD1fe2-A-A-BOG2,LC026,7,0,0,7,100.0,0.0,0.0
BD1fe2-A-A-BOG3,LC026,0,0,3,3,0.0,0.0,100.0
BD1fe2-A-A-LAX1,LC026,8,0,2,10,80.0,0.0,20.0
