protid,LeidenCluster,helix,sheet,loop,total,helix_pct,sheet_pct,loop_pct
BD3a0h-Z-Z-BCR1,LC000,2,0,0,2,100.0,0.0,0.0
BD3abw-A-A-RET1,LC004,7,0,0,7,100.0,0.0,0.0
BD3aq0-C-C-FPP1,LC029,7,0,0,7,100.0,0.0,0.0
BD3aym-B-B-RET1,LC052,5,1,2,8,62.5,12.5,25.0
BD3b2s-A-A-B2S1,LC000,0,3,1,4,0.0,75.0,25.0
BD3esj-A-A-GPP1,LC013,3,0,0,3,100.0,0.0,0.0
BD3f9d-B-B-LSR1,LC036,0,1,0,1,0.0,100.0,0.0
BD3ed1-A-A-GA31,LC013,1,0,7,8,12.5,0.0,87.5
BD3g82-A-A-FOK1,LC000,2,2,1,5,40.0,40.0,20.0
BD3fp0-A-A-FP01,LC000,1,4,0,5,20.0,80.0,0.0
BD3hyw-B-B-DCQ1,LC013,3,0,2,5,60.0,0.0,40.0
BD3jcu-g-g-XAT1,LC006,0,0,2,2,0.0,0.0,100.0
BD3kkt-A-A-0CP1,LC003,7,0,0,7,100.0,0.0,0.0
BD3kzi-A-A-BCR1,LC014,8,0,1,9,88.88888888888889,0.0,11.11111111111111
BD3kzi-J-J-BCR1,LC000,4,0,1,5,80.0,0.0,20.0
BD3l73-P-P-UQ1,LC033,1,0,2,3,33.333333333333336,0.0,66.66666666666667
BD3lw5-A-A-BCR3,LC048,2,0,0,2,100.0,0.0,0.0
BD3lz9-A-A-FPF1,LC032,1,0,1,2,50.0,0.0,50.0
BD3mnn-H-H-MML1,LC000,1,0,0,1,100.0,0.0,0.0
BD3nsb-A-A-RET1,LC004,8,0,0,8,100.0,0.0,0.0
BD3p41-A-A-DMA1,LC029,1,0,3,4,25.0,0.0,75.0
BD3pcq-B-B-BCR1,LC024,2,0,0,2,100.0,0.0,0.0
BD3pcq-L-L-BCR2,LC008,2,0,0,2,100.0,0.0,0.0
BD3prc-M-M-MQ71,LC001,8,0,4,12,66.66666666666667,0.0,33.333333333333336
BD3q1o-A-A-DMA1,LC029,0,0,3,3,0.0,0.0,100.0
BD3q7a-B-B-FPP1,LC003,2,0,1,3,66.66666666666667,0.0,33.333333333333336
BD3r8g-A-A-IZP1,LC013,0,0,1,1,0.0,0.0,100.0
BD3sxi-A-A-DCQ1,LC013,2,1,0,3,66.66666666666667,33.333333333333336,0.0
BD3t6e-L-L-UQ91,LC001,10,0,3,13,76.92307692307692,0.0,23.076923076923077
BD3v1x-A-A-0FV1,LC032,2,0,2,4,50.0,0.0,50.0
BD3vka-A-A-FPQ1,LC012,0,4,8,12,0.0,33.333333333333336,66.66666666666667
BD3vvk-A-A-RET1,LC004,9,0,1,10,90.0,0.0,10.0
BD3w54-B-B-RNB1,LC000,7,0,0,7,100.0,0.0,0.0
BD3wc9-A-A-FPS1,LC032,7,0,3,10,70.0,0.0,30.0
BD3wef-B-B-FPS2,LC032,5,0,1,6,83.33333333333333,0.0,16.666666666666668
BD3wmm-M-M-CRT1,LC001,7,2,5,14,50.0,14.285714285714286,35.714285714285715
BD3wrh-A-A-CAM1,LC031,1,0,0,1,100.0,0.0,0.0
BD3wsb-C-C-FPS1,LC032,7,0,3,10,70.0,0.0,30.0
BD3wu2-B-B-BCR2,LC005,6,0,0,6,100.0,0.0,0.0
BD3wu2-K-K-BCR1,LC025,6,0,0,6,100.0,0.0,0.0
BD4c6u-A-A-TLG1,LC000,1,2,7,10,10.0,20.0,70.0
BD4cj6-A-A-RET1,LC000,5,0,0,5,100.0,0.0,0.0
BD4f86-H-H-GPP1,LC013,0,2,3,5,0.0,40.0,60.0
BD4fby-D-D-BCR1,LC014,3,0,0,3,100.0,0.0,0.0
BD4fbz-A-A-22B1,LC004,3,0,1,4,75.0,0.0,25.0
BD4fe1-B-B-BCR3,LC024,1,0,0,1,100.0,0.0,0.0
BD4fk6-A-A-0UJ1,LC000,0,3,7,10,0.0,30.0,70.0
BD6ijo-a-a-XAT1,LC002,6,0,6,12,50.0,0.0,50.0
BD4g74-A-A-UQ52,LC020,2,3,1,6,33.333333333333336,50.0,16.666666666666668
BD4gtr-B-B-FPP1,LC003,2,0,1,3,66.66666666666667,0.0,33.333333333333336
BD4h4d-A-A-10E1,LC013,2,0,7,9,22.22222222222222,0.0,77.77777777777777
BD4hbh-L-L-U101,LC001,2,0,1,3,66.66666666666667,0.0,33.333333333333336
BD4hbj-M-M-SPO1,LC001,8,0,4,12,66.66666666666667,0.0,33.333333333333336
BD4i9s-A-A-RET1,LC036,0,0,1,1,0.0,0.0,100.0
BD4il6-C-C-BCR1,LC007,4,0,1,5,80.0,0.0,20.0
BD4in6-M-M-SPO1,LC001,7,0,5,12,58.333333333333336,0.0,41.666666666666664
BD4ixq-B-B-BCR3,LC005,6,0,0,6,100.0,0.0,0.0
BD4ixq-c-c-BCR2,LC007,5,0,0,5,100.0,0.0,0.0
BD4jkw-A-A-IPE1,LC020,0,3,0,3,0.0,100.0,0.0
BD4ixq-T-T-BCR2,LC000,5,0,0,5,100.0,0.0,0.0
BD4ixr-C-C-BCR1,LC007,8,0,0,8,100.0,0.0,0.0
BD4ixr-j-j-BCR1,LC000,4,0,0,4,100.0,0.0,0.0
BD4jyg-A-A-1NY1,LC003,7,0,3,10,70.0,0.0,30.0
BD4kt0-A-A-BCR2,LC028,5,0,0,5,100.0,0.0,0.0
BD4l4c-A-A-CAM1,LC031,1,0,0,1,100.0,0.0,0.0
BD4l6v-2-2-BCR2,LC047,1,0,1,2,50.0,0.0,50.0
BD4l6v-A-A-BCR3,LC055,1,0,0,1,100.0,0.0,0.0
BD4l6v-B-B-BCR5,LC047,7,0,0,7,100.0,0.0,0.0
BD4la6-A-A-LA61,LC032,1,0,3,4,25.0,0.0,75.0
BD4lfg-A-A-IPE2,LC029,0,0,3,3,0.0,0.0,100.0
BD4n7k-M-M-SPO1,LC001,8,0,4,12,66.66666666666667,0.0,33.333333333333336
BD4nnt-A-A-76D1,LC036,1,1,1,3,33.333333333333336,33.333333333333336,33.333333333333336
BD4od5-E-E-GST1,LC032,1,0,0,1,100.0,0.0,0.0
BD4ono-A-A-PMK1,LC000,9,13,1,23,39.130434782608695,56.52173913043478,4.3478260869565215
BD4opu-A-A-GRG2,LC013,0,1,3,4,0.0,25.0,75.0
BD4pbu-C-C-BCR1,LC007,4,0,1,5,80.0,0.0,20.0
BD4pbu-Y-Y-BCR1,LC000,3,0,0,3,100.0,0.0,0.0
BD4pj0-C-C-BCR3,LC007,6,0,0,6,100.0,0.0,0.0
BD4qi1-C-C-RET1,LC004,9,0,0,9,100.0,0.0,0.0
BD4qry-E-E-RET1,LC004,8,0,0,8,100.0,0.0,0.0
BD4rcr-L-L-U101,LC001,4,0,4,8,50.0,0.0,50.0
BD4rnq-A-A-A4S1,LC032,2,0,1,3,66.66666666666667,0.0,33.333333333333336
BD4rvy-B-B-BCR2,LC005,3,0,0,3,100.0,0.0,0.0
BD4rvy-K-K-BCR1,LC025,6,0,0,6,100.0,0.0,0.0
BD4tnh-A-A-BCR1,LC014,5,0,1,6,83.33333333333333,0.0,16.666666666666668
BD4tnh-j-j-BCR1,LC000,4,0,0,4,100.0,0.0,0.0
BD4tni-C-C-BCR2,LC007,5,0,0,5,100.0,0.0,0.0
BD4tnj-A-A-BCR1,LC014,5,0,1,6,83.33333333333333,0.0,16.666666666666668
BD4tnj-g-g-BCR1,LC011,3,0,0,3,100.0,0.0,0.0
BD4tnj-c-c-BCR3,LC007,3,0,0,3,100.0,0.0,0.0
BD4tnk-B-B-BCR3,LC005,5,0,0,5,100.0,0.0,0.0
BD4ub6-A-A-BCR1,LC014,6,0,1,7,85.71428571428571,0.0,14.285714285714286
BD4ub6-h-h-BCR1,LC027,3,0,0,3,100.0,0.0,0.0
BD4ub6-T-T-BCR1,LC039,5,0,0,5,100.0,0.0,0.0
BD4ub8-C-C-BCR1,LC007,4,0,1,5,80.0,0.0,20.0
BD4ub8-Y-Y-BCR1,LC000,2,0,0,2,100.0,0.0,0.0
BD4v62-AC-AC-BCR2,LC007,5,0,1,6,83.33333333333333,0.0,16.666666666666668
BD3ine-A-A-X171,LC020,0,0,4,4,0.0,0.0,100.0
BD3jcu-B-B-BCR3,LC005,5,0,0,5,100.0,0.0,0.0
BD5z45-A-A-GST1,LC020,0,2,0,2,0.0,100.0,0.0
BD5zf0-A1-A1-BCR4,LC088,2,0,0,2,100.0,0.0,0.0
BD5zf9-A-A-9BR1,LC013,7,0,1,8,87.5,0.0,12.5
BD5zgb-3-3-ZEX2,LC037,5,0,2,7,71.42857142857143,0.0,28.571428571428573
BD5zgb-B-B-BCR7,LC090,1,0,0,1,100.0,0.0,0.0
BD5zgb-B-B-BCR3,LC090,1,0,1,2,50.0,0.0,50.0
BD5zgb-L-L-BCR1,LC008,3,0,0,3,100.0,0.0,0.0
BD5zgh-2-2-ZEX1,LC009,6,0,2,8,75.0,0.0,25.0
BD5zgh-A-A-PQN1,LC049,4,0,3,7,57.142857142857146,0.0,42.857142857142854
BD5zgh-J-J-BCR1,LC015,2,0,0,2,100.0,0.0,0.0
BD5zgh-L-L-BCR3,LC008,7,0,0,7,100.0,0.0,0.0
BD5zji-3-3-BCR1,LC002,2,0,1,3,66.66666666666667,0.0,33.333333333333336
BD5zji-B-B-BCR2,LC034,3,0,0,3,100.0,0.0,0.0
BD5zzn-b-b-BCR1,LC005,2,0,0,2,100.0,0.0,0.0
BD5zzn-H-H-RRX1,LC027,5,0,0,5,100.0,0.0,0.0
BD6a2c-B-B-FPP1,LC032,7,0,1,8,87.5,0.0,12.5
BD6a2w-A-A-A861,LC010,3,0,0,3,100.0,0.0,0.0
BD6a2w-A-A-A865,LC010,7,0,2,9,77.77777777777777,0.0,22.22222222222222
BD6b06-A-A-IPE1,LC029,0,0,2,2,0.0,0.0,100.0
BD6csm-B-B-RET1,LC004,8,0,0,8,100.0,0.0,0.0
BD6dhe-b-b-BCR1,LC005,10,0,0,10,100.0,0.0,0.0
BD6dhe-d-d-8CT1,LC014,5,0,0,5,100.0,0.0,0.0
BD6dhg-H-H-BCR1,LC027,7,0,0,7,100.0,0.0,0.0
BD6dhh-b-b-BCR2,LC005,10,0,0,10,100.0,0.0,0.0
BD6dhh-T-T-BCR1,LC039,7,0,0,7,100.0,0.0,0.0
BD6dho-C-C-BCR1,LC007,6,0,0,6,100.0,0.0,0.0
BD6dho-K-K-BCR2,LC025,4,0,1,5,80.0,0.0,20.0
BD6dhp-b-b-BCR2,LC005,10,0,0,10,100.0,0.0,0.0
BD6e6k-A-A-HVD1,LC036,4,4,6,14,28.571428571428573,28.571428571428573,42.857142857142854
BD6fod-A-A-E051,LC003,4,0,1,5,80.0,0.0,20.0
BD6fos-B-B-BCR2,LC090,4,0,0,4,100.0,0.0,0.0
BD6fuf-A-A-RET1,LC003,6,0,2,8,75.0,0.0,25.0
BD6ga6-A-A-RET1,LC004,9,0,0,9,100.0,0.0,0.0
BD6gag-A-A-RET1,LC004,9,0,0,9,100.0,0.0,0.0
BD6hqb-B-B-45D1,LC047,2,0,0,2,100.0,0.0,0.0
BD6hug-C-C-RI51,LC000,2,0,0,2,100.0,0.0,0.0
BD6i9k-A-A-RET1,LC052,6,2,1,9,66.66666666666667,22.22222222222222,11.11111111111111
BD6igz-3-3-XAT1,LC002,6,0,5,11,54.54545454545455,0.0,45.45454545454545
BD6igz-5-5-XAT1,LC002,7,0,3,10,70.0,0.0,30.0
BD6ijj-6-6-BCR1,LC002,2,0,0,2,100.0,0.0,0.0
BD6ijj-A-A-BCR2,LC074,2,0,2,4,50.0,0.0,50.0
BD6ijo-5-5-XAT1,LC002,7,0,5,12,58.333333333333336,0.0,41.666666666666664
BD6ijo-8-8-BCR1,LC002,2,0,1,3,66.66666666666667,0.0,33.333333333333336
BD6j06-C-C-99C1,LC020,0,0,3,3,0.0,0.0,100.0
BD6j3y-11-11-A866,LC023,0,0,2,2,0.0,0.0,100.0
BD6j3y-b-b-BCR2,LC005,4,0,0,4,100.0,0.0,0.0
BD6j3y-f-f-BCR1,LC011,2,0,0,2,100.0,0.0,0.0
BD6j3z-b-b-BCR1,LC005,2,0,0,2,100.0,0.0,0.0
BD6j3z-C-C-BCR1,LC007,3,0,0,3,100.0,0.0,0.0
BD6j3z-Z-Z-BCR1,LC000,3,0,0,3,100.0,0.0,0.0
BD6j40-f-f-BCR1,LC011,2,0,0,2,100.0,0.0,0.0
BD6j7f-B-B-GER1,LC003,2,0,0,2,100.0,0.0,0.0
BD6jlj-B-B-BCR1,LC005,2,0,0,2,100.0,0.0,0.0
BD6jlj-Y-Y-BCR1,LC000,3,0,0,3,100.0,0.0,0.0
BD4v8k-A0-A0-CRT1,LC000,4,0,0,4,100.0,0.0,0.0
BD4v8k-AX-AX-CRT1,LC000,3,0,0,3,100.0,0.0,0.0
BD4v9g-AM-AM-SPO1,LC001,2,0,7,9,22.22222222222222,0.0,77.77777777777777
BD4ww3-B-B-RET1,LC052,6,1,2,9,66.66666666666667,11.11111111111111,22.22222222222222
BD4xk8-4-4-XAT1,LC002,8,0,4,12,66.66666666666667,0.0,33.333333333333336
BD4xk8-a-a-BCR5,LC041,3,0,0,3,100.0,0.0,0.0
BD4xk8-b-b-BCR4,LC044,1,0,0,1,100.0,0.0,0.0
BD4xk8-i-i-BCR1,LC013,1,0,1,2,50.0,0.0,50.0
BD4xk8-l-l-BCR3,LC008,4,0,0,4,100.0,0.0,0.0
BD4y28-A-A-BCR4,LC056,6,0,0,6,100.0,0.0,0.0
BD4y28-B-B-PQN1,LC034,4,0,3,7,57.142857142857146,0.0,42.857142857142854
BD4y6s-A-A-48S1,LC013,4,1,5,10,40.0,10.0,50.0
BD4ykm-A-A-RET1,LC036,2,0,1,3,66.66666666666667,0.0,33.333333333333336
BD5b34-A-A-RET1,LC004,9,0,1,10,90.0,0.0,10.0
BD5b5e-b-b-BCR1,LC005,2,0,0,2,100.0,0.0,0.0
BD5b5e-C-C-BCR2,LC007,4,0,1,5,80.0,0.0,20.0
BD5b66-B-B-BCR2,LC005,6,0,0,6,100.0,0.0,0.0
BD5b66-d-d-BCR1,LC014,3,0,0,3,100.0,0.0,0.0
BD5b6w-A-A-RET1,LC004,13,0,2,15,86.66666666666667,0.0,13.333333333333334
BD5cob-A-A-XOG1,LC013,2,0,4,6,33.333333333333336,0.0,66.66666666666667
BD5e79-B-B-BCR3,LC005,4,0,0,4,100.0,0.0,0.0
BD5e79-K-K-BCR2,LC025,1,0,0,1,100.0,0.0,0.0
BD5e7c-b-b-BCR3,LC005,5,0,0,5,100.0,0.0,0.0
BD5e7c-k-k-BCR1,LC025,6,0,0,6,100.0,0.0,0.0
BD5g54-A-A-RET1,LC004,9,0,0,9,100.0,0.0,0.0
BD5gth-b-b-BCR3,LC005,4,0,0,4,100.0,0.0,0.0
BD5gti-b-b-BCR1,LC005,2,0,0,2,100.0,0.0,0.0
BD5gti-D-D-BCR1,LC014,2,0,0,2,100.0,0.0,0.0
BD5gwv-D-D-78S2,LC029,4,0,0,4,100.0,0.0,0.0
BD5h2f-B-B-BCR1,LC005,2,0,0,2,100.0,0.0,0.0
BD5h2f-H-H-RRX1,LC027,4,0,0,4,100.0,0.0,0.0
BD5h2n-A-A-RET1,LC004,13,0,2,15,86.66666666666667,0.0,13.333333333333334
BD5ikh-A-A-6BW1,LC032,1,0,0,1,100.0,0.0,0.0
BD5ixh-B-B-OTP1,LC020,0,16,2,18,0.0,88.88888888888889,11.11111111111111
BD5jmn-C-C-FUA1,LC000,3,0,0,3,100.0,0.0,0.0
BD5kaf-a-a-BCR1,LC014,6,0,1,7,85.71428571428571,0.0,14.285714285714286
BD5kaf-c-c-BCR1,LC007,5,0,0,5,100.0,0.0,0.0
BD5kaf-Y-Y-BCR1,LC000,2,0,0,2,100.0,0.0,0.0
BD5kai-D-D-BCR1,LC014,3,0,0,3,100.0,0.0,0.0
BD5kd0-A-A-GST1,LC020,0,3,0,3,0.0,100.0,0.0
BD5kkh-C-C-RET1,LC004,11,0,0,11,100.0,0.0,0.0
BD5l8r-2-2-BCR1,LC002,1,0,0,1,100.0,0.0,0.0
BD5l8r-A-A-BCR2,LC046,2,0,1,3,66.66666666666667,0.0,33.333333333333336
BD5lri-L-L-U101,LC001,5,0,3,8,62.5,0.0,37.5
BD5mx2-A-A-BCR1,LC014,7,0,1,8,87.5,0.0,12.5
BD5mue-A-A-VIV1,LC000,6,0,0,6,100.0,0.0,0.0
BD5mx2-b-b-BCR3,LC005,5,0,0,5,100.0,0.0,0.0
BD5mx2-K-K-BCR1,LC000,2,0,0,2,100.0,0.0,0.0
BD5o4c-M-M-NS51,LC001,4,0,5,9,44.44444444444444,0.0,55.55555555555556
BD5oy0-1-1-BCR5,LC096,6,0,0,6,100.0,0.0,0.0
BD5oy0-2-2-ECH1,LC104,1,0,0,1,100.0,0.0,0.0
BD5oy0-8-8-BCR1,LC022,4,0,1,5,80.0,0.0,20.0
BD5oy0-A-A-BCR5,LC055,6,0,0,6,100.0,0.0,0.0
BD5oy0-B-B-BCR1,LC104,2,0,0,2,100.0,0.0,0.0
BD5oy0-L-L-BCR2,LC008,7,0,0,7,100.0,0.0,0.0
BD5tbp-A-A-7A42,LC003,8,0,2,10,80.0,0.0,20.0
BD5tis-b-b-BCR1,LC005,2,0,0,2,100.0,0.0,0.0
BD5tis-H-H-BCR1,LC027,5,0,0,5,100.0,0.0,0.0
BD5u6g-C-C-RET1,LC043,0,0,2,2,0.0,0.0,100.0
BD5uda-B-B-CAE1,LC031,1,0,0,1,100.0,0.0,0.0
BD5uv1-A-A-0FV1,LC032,2,0,0,2,100.0,0.0,0.0
BD5v2c-c-c-BCR1,LC007,3,0,0,3,100.0,0.0,0.0
BD5v4h-A-A-RU71,LC000,2,0,3,5,40.0,0.0,60.0
BD5ws5-B-B-BCR3,LC005,4,0,0,4,100.0,0.0,0.0
BD5ws5-h-h-BCR1,LC027,5,0,0,5,100.0,0.0,0.0
BD5ws6-A-A-BCR1,LC014,5,0,1,6,83.33333333333333,0.0,16.666666666666668
BD5ws6-D-D-BCR1,LC014,2,0,0,2,100.0,0.0,0.0
BD5wzx-A-A-7VX1,LC003,6,0,1,7,85.71428571428571,0.0,14.285714285714286
BD5xk9-A-A-GST1,LC012,6,0,5,11,54.54545454545455,0.0,45.45454545454545
BD5xnl-2-2-XAT1,LC006,0,0,3,3,0.0,0.0,100.0
BD5xnl-6-6-XAT1,LC006,0,0,3,3,0.0,0.0,100.0
BD5xnl-b-b-BCR2,LC005,7,0,0,7,100.0,0.0,0.0
BD5xnl-C-C-BCR4,LC007,7,0,0,7,100.0,0.0,0.0
BD5xnm-4-4-BCR1,LC002,1,0,0,1,100.0,0.0,0.0
BD5xnm-6-6-NEX1,LC006,2,0,0,2,100.0,0.0,0.0
BD5xnm-8-8-BCR1,LC002,1,0,0,1,100.0,0.0,0.0
BD5xnm-C-C-BCR1,LC007,2,0,0,2,100.0,0.0,0.0
BD5xnm-g-g-XAT1,LC006,0,0,5,5,0.0,0.0,100.0
BD5xnn-1-1-XAT1,LC006,0,0,2,2,0.0,0.0,100.0
BD6ly5-I-I-A861,LC009,2,0,0,2,100.0,0.0,0.0
BD6ly5-K-K-A864,LC054,1,0,1,2,50.0,0.0,50.0
BD6ly5-L-L-DD61,LC010,8,0,4,12,66.66666666666667,0.0,33.333333333333336
BD6ly5-N-N-A864,LC009,7,0,3,10,70.0,0.0,30.0
BD6ly5-P-P-DD61,LC010,4,0,4,8,50.0,0.0,50.0
BD6ly5-T-T-A863,LC010,4,0,3,7,57.142857142857146,0.0,42.857142857142854
BD6ly5-V-V-A861,LC009,2,0,0,2,100.0,0.0,0.0
BD6ly5-X-X-A866,LC010,0,0,2,2,0.0,0.0,100.0
BD6mox-A-A-RET1,LC036,3,0,2,5,60.0,0.0,40.0
BD6nbl-A-A-CAM1,LC031,1,0,1,2,50.0,0.0,50.0
BD6mr0-A-A-RET1,LC036,3,0,1,4,75.0,0.0,25.0
BD6noe-A-A-RET1,LC036,3,0,1,4,75.0,0.0,25.0
BD6nwa-A-A-BCR4,LC028,4,0,0,4,100.0,0.0,0.0
BD6nwa-b-b-BCR5,LC105,7,0,0,7,100.0,0.0,0.0
BD6nwa-g-g-BCR1,LC105,2,0,0,2,100.0,0.0,0.0
BD6nwa-h-h-BCR1,LC028,3,0,0,3,100.0,0.0,0.0
BD7y7b-4-4-II02,LC050,6,0,3,9,66.66666666666667,0.0,33.333333333333336
BD6nwa-h-h-BCR4,LC028,4,0,0,4,100.0,0.0,0.0
BD7y7b-A-A-PQN1,LC096,5,0,3,8,62.5,0.0,37.5
BD6pgk-B-B-PQN1,LC042,4,0,3,7,57.142857142857146,0.0,42.857142857142854
BD6nwa-j-j-BCR2,LC015,5,0,0,5,100.0,0.0,0.0
BD6nwa-S-S-BCR3,LC017,6,0,0,6,100.0,0.0,0.0
BD6nwa-u-u-BCR1,LC008,4,0,0,4,100.0,0.0,0.0
BD6nwa-v-v-BCR3,LC017,1,0,2,3,33.333333333333336,0.0,66.66666666666667
BD6nwa-x-x-BCR2,LC017,2,0,0,2,100.0,0.0,0.0
BD6nwa-Y-Y-BCR3,LC017,3,0,3,6,50.0,0.0,50.0
BD6och-A-A-M4Y1,LC020,1,3,3,7,14.285714285714286,42.857142857142854,42.857142857142854
BD6oo3-A-A-6EU1,LC003,3,0,1,4,75.0,0.0,25.0
BD6oox-A-A-4IA1,LC031,3,0,2,5,60.0,0.0,40.0
BD6pfy-A-A-BCR5,LC067,8,0,0,8,100.0,0.0,0.0
BD6pfy-e-e-BCR1,LC012,0,0,1,1,0.0,0.0,100.0
BD6pfy-h-h-BCR2,LC024,1,0,1,2,50.0,0.0,50.0
BD6pfy-J-J-BCR2,LC015,5,0,0,5,100.0,0.0,0.0
BD6pgk-B-B-BCR1,LC042,1,0,0,1,100.0,0.0,0.0
BD6pgk-G-G-BCR6,LC051,1,0,0,1,100.0,0.0,0.0
BD6pgk-R-R-BCR1,LC012,0,0,1,1,0.0,0.0,100.0
BD6pnj-H-H-BCR3,LC089,1,0,0,1,100.0,0.0,0.0
BD6pgk-Y-Y-BCR3,LC051,1,0,1,2,50.0,0.0,50.0
BD6pnj-A-A-BCR2,LC051,5,0,1,6,83.33333333333333,0.0,16.666666666666668
BD6pnj-b-b-BCR2,LC089,1,0,2,3,33.333333333333336,0.0,66.66666666666667
BD6pnj-G-G-BCR3,LC051,1,0,2,3,33.333333333333336,0.0,66.66666666666667
BD6pnj-L-L-BCR2,LC008,1,0,2,3,33.333333333333336,0.0,66.66666666666667
BD6q9e-b2-b2-U101,LC033,5,0,0,5,100.0,0.0,0.0
BD6qli-A-A-4LR1,LC012,0,0,1,1,0.0,0.0,100.0
BD6qph-2-2-XAT1,LC002,6,0,4,10,60.0,0.0,40.0
BD6rf9-A-A-RET1,LC004,10,0,0,10,100.0,0.0,0.0
BD6rhz-3-3-BCR1,LC002,2,0,2,4,50.0,0.0,50.0
BD6rhz-A-A-BCR3,LC072,3,0,0,3,100.0,0.0,0.0
BD6sl5-2-2-XAT1,LC002,7,0,4,11,63.63636363636363,0.0,36.36363636363637
BD6sl5-A-A-BCR6,LC072,3,0,0,3,100.0,0.0,0.0
BD6sl5-A-A-BCR4,LC072,3,0,0,3,100.0,0.0,0.0
BD6jlk-c-c-BCR2,LC007,4,0,1,5,80.0,0.0,20.0
BD6jlk-Y-Y-BCR1,LC000,2,0,0,2,100.0,0.0,0.0
BD6jll-B-B-BCR2,LC005,6,0,0,6,100.0,0.0,0.0
BD6jll-D-D-BCR1,LC014,3,0,0,3,100.0,0.0,0.0
